key_mlbam,player_name,is_pitcher,team,player_id
701358,Cam Smith,False,HOU,smitc010
543877,Christian Vázquez,False,HOU,vazqc001
572233,Christian Walker,False,HOU,walkc002
664299,Cristian Javier,True,HOU,javic001
662139,Daulton Varsho,False,HOU,varsd001
660853,Enyel De Los Santos,True,HOU,deloe001
669713,Hayden Wesneski,True,HOU,wesnh001
686613,Hunter Brown,True,HOU,browh001
670623,Isaac Paredes,False,HOU,parei001
665161,Jeremy Peña,False,HOU,penaj004
514888,Jose Altuve,False,HOU,altuj001
623352,Josh Hader,True,HOU,hadej001
664774,LaMonte Wade Jr.,False,HOU,wadel001
669397,Nick Allen,False,HOU,allen002
663567,Peter Lambert,True,HOU,lambp001
595345,Steven Okert,True,HOU,okers001
666211,Taylor Trammell,False,HOU,tramt001
673237,Yainer Diaz,False,HOU,diazy004
670541,Yordan Alvarez,False,HOU,alvay001
656638,Alex Lange,True,KCR,langa001
677951,Bobby Witt Jr.,False,KCR,wittb002
679922,Carlos Duran,True,KCR,durac001
695600,Carter Jensen,False,KCR,jensc001
671162,Connor Thomas,True,KCR,thomc004
518886,Craig Kimbrel,True,KCR,kimbc001
663738,Daniel Lynch IV,True,KCR,lyncd001
686555,Isaac Collins,False,KCR,colli001
695506,Jac Caglianone,False,KCR,caglj001
670231,John Rave,False,KCR,ravej001
670167,John Schreiber,True,KCR,schrj001
664728,Kyle Isbel,False,KCR,isbek001
571912,Luke Maile,False,KCR,maill001
672580,Maikel Garcia,False,KCR,garcm003
696131,Mason Black,True,KCR,blacm001
686681,Michael Massey,False,KCR,massm001
608379,Michael Wacha,True,KCR,wachm001
663878,Nate Pearson,True,KCR,pearn001
679845,Nick Loftin,False,KCR,loftn001
702070,Noah Cameron,True,KCR,camen001
677976,Randy Dobnak,True,KCR,dobnr001
521692,Salvador Perez,False,KCR,peres002
607625,Seth Lugo,True,KCR,lugos001
674444,Steven Cruz,True,KCR,cruzs001
686475,Tyler Tolbert,False,KCR,tolbt001
686469,Vinnie Pasquantino,False,KCR,pasqv001
